gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,1,Month-to-month,Fiber optic,Mailed check,No,100.8,115.79,Yes
Male,0,No,No,46,Month-to-month,No,Bank transfer (automatic),No,37.06,1653.08,No
Female,0,No,Yes,46,Month-to-month,Fiber optic,Mailed check,No,69.28,3290.39,Yes
Male,0,Yes,No,23,Month-to-month,Fiber optic,Mailed check,Yes,80.99,1780.89,Yes
Male,0,Yes,No,6,One year,No,Credit card (automatic),No,41.68,306.88,No
Male,0,No,Yes,56,Month-to-month,DSL,Mailed check,No,81.55,4610.58,No
Female,0,Yes,No,11,Month-to-month,Fiber optic,Mailed check,No,61.52,692.26,Yes
Female,0,No,No,13,Month-to-month,Fiber optic,Electronic check,No,89.33,1164.07,Yes
Male,0,No,No,33,One year,DSL,Electronic check,No,48.81,1703.59,No
Male,0,No,Yes,52,Month-to-month,No,Electronic check,Yes,41.09,2260.37,No
Male,0,No,Yes,72,Month-to-month,Fiber optic,Credit card (automatic),No,92.05,6617.52,No
Female,0,Yes,No,45,One year,DSL,Credit card (automatic),Yes,57.2,2581.99,No
Male,0,No,No,70,One year,DSL,Mailed check,Yes,67.58,4702.92,Yes
Female,1,No,No,47,Month-to-month,No,Bank transfer (automatic),Yes,48.68,2229.44,No
Male,0,No,No,61,One year,No,Electronic check,Yes,33.03,2037.69,No
Male,0,Yes,No,12,Month-to-month,DSL,Electronic check,Yes,43.95,539.93,Yes
Female,0,Yes,Yes,4,One year,Fiber optic,Bank transfer (automatic),Yes,102.11,327.92,Yes
Male,0,Yes,No,48,Month-to-month,DSL,Electronic check,No,69.94,3380.13,Yes
Male,0,Yes,No,71,Two year,Fiber optic,Credit card (automatic),No,91.77,6529.48,No
Male,0,No,Yes,53,Two year,Fiber optic,Mailed check,No,76.71,4035.48,No
Female,0,No,Yes,25,One year,DSL,Bank transfer (automatic),No,71.83,1762.3,No
Male,0,No,No,35,Two year,Fiber optic,Mailed check,Yes,109.51,3854.01,No
Male,0,No,No,8,Month-to-month,No,Electronic check,No,33.54,348.8,No
Male,0,Yes,No,24,One year,Fiber optic,Bank transfer (automatic),Yes,86.13,2087.13,No
Female,0,Yes,Yes,49,Month-to-month,DSL,Electronic check,Yes,47.22,2352.69,No
Female,0,Yes,No,12,Month-to-month,No,Mailed check,No,26.37,274.78,No
Female,0,Yes,Yes,35,Month-to-month,DSL,Mailed check,No,47.11,1627.97,No
Male,1,Yes,Yes,21,One year,Fiber optic,Credit card (automatic),Yes,86.57,1848.37,Yes
Female,0,Yes,No,35,One year,Fiber optic,Bank transfer (automatic),No,80.91,2763.96,No
Male,0,Yes,No,55,Two year,DSL,Bank transfer (automatic),Yes,64.47,3556.41,No
Female,0,No,No,64,One year,DSL,Bank transfer (automatic),No,49.3,3179.69,No
Female,0,Yes,No,29,Two year,DSL,Credit card (automatic),No,57.99,1679.76,No
Female,1,Yes,No,60,Two year,DSL,Mailed check,Yes,48.56,2929.42,No
Female,0,Yes,Yes,51,Two year,Fiber optic,Credit card (automatic),No,87.25,4452.68,No
Female,0,No,No,67,Month-to-month,No,Credit card (automatic),Yes,18.0,1174.89,No
Male,0,No,No,54,Month-to-month,DSL,Credit card (automatic),Yes,61.82,3279.32,No
Female,1,Yes,No,40,One year,Fiber optic,Bank transfer (automatic),No,81.66,3261.69,Yes
Female,0,Yes,No,49,Two year,Fiber optic,Credit card (automatic),No,87.17,4336.63,No
Female,0,No,No,23,Month-to-month,DSL,Bank transfer (automatic),Yes,40.17,975.19,No
Female,0,No,Yes,49,Month-to-month,Fiber optic,Mailed check,No,92.86,4532.71,No
Male,0,No,No,51,Month-to-month,DSL,Electronic check,Yes,56.42,2858.86,No
Female,0,No,No,44,Month-to-month,Fiber optic,Electronic check,Yes,87.61,3832.65,Yes
Male,0,No,Yes,7,Two year,Fiber optic,Bank transfer (automatic),No,62.56,415.93,No
Female,0,No,No,37,Month-to-month,Fiber optic,Electronic check,Yes,70.09,2607.61,Yes
Female,0,Yes,No,51,Month-to-month,No,Electronic check,Yes,30.32,1599.1,Yes
Male,1,No,No,14,One year,DSL,Bank transfer (automatic),No,76.51,1184.22,No
Female,0,Yes,No,57,Month-to-month,No,Mailed check,No,41.33,2314.16,No
Female,0,No,No,61,Month-to-month,DSL,Bank transfer (automatic),Yes,61.56,3787.63,No
Female,1,Yes,Yes,39,One year,DSL,Credit card (automatic),Yes,48.91,1934.54,No
Male,0,Yes,Yes,70,Month-to-month,DSL,Electronic check,No,46.72,3254.25,No
Male,1,No,Yes,62,Two year,No,Bank transfer (automatic),No,38.32,2324.53,No
Female,0,No,Yes,34,One year,Fiber optic,Credit card (automatic),Yes,93.41,3189.65,No
Female,1,Yes,Yes,64,Two year,No,Electronic check,Yes,37.51,2506.49,No
Female,0,No,No,68,Month-to-month,Fiber optic,Credit card (automatic),Yes,105.51,7188.45,Yes
Female,0,Yes,Yes,7,One year,Fiber optic,Bank transfer (automatic),Yes,76.81,498.31,No
Male,0,Yes,No,72,One year,No,Bank transfer (automatic),Yes,37.15,2667.11,No
Female,0,No,Yes,0,One year,No,Electronic check,No,18.0,0.0,No
Male,1,Yes,No,35,Month-to-month,No,Mailed check,No,37.53,1314.56,No
Female,0,Yes,No,68,Month-to-month,Fiber optic,Mailed check,No,102.63,7013.18,No
Female,0,No,Yes,52,Month-to-month,No,Electronic check,Yes,22.5,1135.47,No
Female,0,Yes,No,19,Two year,DSL,Credit card (automatic),Yes,70.11,1169.23,No
Female,0,Yes,No,46,Two year,No,Bank transfer (automatic),Yes,52.29,2419.3,No
Male,0,Yes,No,15,Month-to-month,No,Credit card (automatic),Yes,26.72,375.77,No
Male,0,No,Yes,17,One year,Fiber optic,Electronic check,Yes,90.6,1502.72,Yes
Male,0,Yes,No,66,One year,DSL,Bank transfer (automatic),No,78.96,5173.1,No
Female,1,Yes,No,3,One year,DSL,Bank transfer (automatic),Yes,62.77,208.31,Yes
Male,0,No,No,70,Month-to-month,No,Bank transfer (automatic),No,44.44,3090.45,No
Female,0,Yes,Yes,33,Two year,No,Mailed check,Yes,18.0,640.52,No
Male,0,Yes,Yes,4,One year,Fiber optic,Bank transfer (automatic),Yes,92.17,416.29,No
Male,0,No,No,57,One year,No,Electronic check,No,41.21,2335.26,No
Male,0,No,No,3,One year,Fiber optic,Credit card (automatic),No,69.09,181.21,No
Male,0,Yes,Yes,23,One year,No,Mailed check,Yes,23.43,545.23,No
Male,0,No,No,17,Month-to-month,DSL,Mailed check,No,67.25,1135.95,No
Male,0,No,No,57,Two year,DSL,Bank transfer (automatic),Yes,56.37,3125.32,No
Female,0,Yes,Yes,28,Month-to-month,Fiber optic,Electronic check,No,98.34,2849.32,No
Female,0,No,Yes,47,Two year,DSL,Mailed check,Yes,63.73,3030.97,No
Female,0,No,No,5,Two year,Fiber optic,Electronic check,Yes,85.68,405.21,No
Male,0,No,No,50,One year,No,Credit card (automatic),No,32.95,1551.91,No
Female,0,No,No,51,One year,DSL,Mailed check,No,63.51,3230.1,No
Female,0,No,No,20,Month-to-month,Fiber optic,Electronic check,No,94.64,1863.3,No
Female,0,No,Yes,64,Month-to-month,DSL,Electronic check,Yes,66.41,4246.97,No
Male,0,No,No,34,One year,No,Credit card (automatic),No,29.92,909.22,No
Female,0,No,No,48,Month-to-month,DSL,Electronic check,Yes,74.87,3570.3,No
Female,0,No,No,13,Month-to-month,Fiber optic,Electronic check,Yes,92.89,1187.03,Yes
Male,1,No,No,68,Two year,Fiber optic,Electronic check,Yes,89.62,6084.74,No
Male,0,No,No,18,Month-to-month,Fiber optic,Electronic check,Yes,86.1,1538.0,Yes
Female,0,Yes,No,45,Month-to-month,DSL,Electronic check,Yes,66.0,2972.64,No
Male,0,Yes,No,6,Month-to-month,DSL,Credit card (automatic),No,38.02,304.18,No
Male,0,No,Yes,3,One year,Fiber optic,Electronic check,Yes,87.9,237.94,Yes
Female,0,Yes,No,9,Month-to-month,DSL,Bank transfer (automatic),Yes,79.68,671.58,No
Male,1,No,No,68,Two year,DSL,Credit card (automatic),Yes,62.64,4173.14,No
Male,0,No,No,15,Month-to-month,Fiber optic,Bank transfer (automatic),No,86.0,1264.47,No
Male,0,No,Yes,64,Month-to-month,DSL,Electronic check,Yes,52.85,3312.3,No
Female,0,Yes,No,42,Month-to-month,DSL,Bank transfer (automatic),Yes,65.91,2816.34,No
Male,0,No,No,6,Month-to-month,Fiber optic,Mailed check,No,82.66,491.15,Yes
Female,0,Yes,No,32,Two year,Fiber optic,Mailed check,No,100.71,3269.74,No
Male,0,No,No,34,Month-to-month,Fiber optic,Mailed check,No,74.64,2610.93,No
Female,0,Yes,Yes,19,Month-to-month,Fiber optic,Credit card (automatic),Yes,79.57,1468.62,Yes
Female,1,No,No,44,Month-to-month,Fiber optic,Bank transfer (automatic),No,77.79,3405.37,No
Female,0,No,No,62,Month-to-month,Fiber optic,Electronic check,No,107.01,6701.51,Yes
Female,1,No,No,64,Month-to-month,Fiber optic,Mailed check,No,82.72,5303.72,No
Male,0,No,Yes,38,Month-to-month,DSL,Credit card (automatic),Yes,53.42,2056.15,Yes
Female,0,Yes,Yes,65,Two year,Fiber optic,Credit card (automatic),Yes,59.91,3945.99,No
Female,0,Yes,No,67,Month-to-month,DSL,Credit card (automatic),Yes,49.06,3332.08,No
Female,0,Yes,Yes,6,One year,No,Electronic check,No,41.33,268.53,No
Female,1,No,No,46,One year,Fiber optic,Credit card (automatic),Yes,91.29,4269.0,No
Female,0,No,Yes,56,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,77.19,4318.98,Yes
Male,1,Yes,No,1,One year,Fiber optic,Bank transfer (automatic),Yes,77.85,103.82,No
Male,0,Yes,No,44,Two year,No,Mailed check,No,57.32,2513.17,No
Male,0,Yes,No,66,One year,Fiber optic,Bank transfer (automatic),Yes,117.36,7796.56,No
Male,0,No,Yes,19,Two year,Fiber optic,Mailed check,No,98.8,1842.11,No
Female,0,Yes,Yes,62,One year,No,Bank transfer (automatic),Yes,53.71,3245.96,No
Female,1,Yes,Yes,68,Month-to-month,Fiber optic,Electronic check,No,106.26,7258.23,Yes
Male,0,Yes,Yes,46,Two year,Fiber optic,Mailed check,Yes,111.57,5081.44,No
Male,0,Yes,No,45,Month-to-month,DSL,Mailed check,Yes,56.38,2481.0,No
Female,0,Yes,No,39,One year,DSL,Credit card (automatic),Yes,49.46,1992.22,No
Female,0,Yes,Yes,29,One year,No,Bank transfer (automatic),Yes,57.0,1701.37,No
Female,0,No,Yes,33,Two year,DSL,Bank transfer (automatic),No,48.43,1581.01,No
Female,0,No,No,38,Two year,DSL,Mailed check,No,47.66,1658.69,No
Female,0,Yes,Yes,35,Month-to-month,DSL,Mailed check,Yes,47.93,1704.3,No
Female,0,No,No,60,One year,No,Mailed check,Yes,33.42,2038.52,No
Male,0,No,No,56,Month-to-month,Fiber optic,Credit card (automatic),Yes,61.19,3452.34,No
Female,0,No,Yes,25,One year,Fiber optic,Electronic check,Yes,67.8,1718.61,No
Male,0,No,No,37,One year,No,Electronic check,No,27.53,1009.61,No
Male,0,Yes,Yes,15,Month-to-month,Fiber optic,Bank transfer (automatic),No,70.65,1039.21,No
Male,1,No,No,12,Two year,No,Credit card (automatic),Yes,47.75,517.68,No
Male,0,No,No,26,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,85.08,2177.2,Yes
Male,0,No,No,4,Month-to-month,Fiber optic,Credit card (automatic),No,91.92,383.77,Yes
Female,0,Yes,No,62,Two year,Fiber optic,Mailed check,No,90.61,5634.74,No
Female,0,Yes,No,9,One year,No,Electronic check,No,32.52,332.16,No
Male,0,Yes,No,23,One year,DSL,Bank transfer (automatic),Yes,71.86,1582.4,No
Female,0,No,No,18,Month-to-month,DSL,Electronic check,Yes,65.43,1094.7,No
Male,0,No,No,15,Month-to-month,No,Credit card (automatic),Yes,31.18,448.7,No
Male,0,Yes,No,26,Month-to-month,Fiber optic,Bank transfer (automatic),No,64.79,1633.62,No
Female,0,No,No,52,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,91.25,4754.19,No
Male,0,Yes,Yes,65,Month-to-month,DSL,Electronic check,No,44.86,2850.69,No
Female,0,Yes,Yes,13,Month-to-month,No,Mailed check,Yes,39.56,573.34,No
Female,0,No,No,17,One year,Fiber optic,Credit card (automatic),No,85.95,1419.99,No
Male,0,No,Yes,34,Month-to-month,No,Electronic check,Yes,18.68,714.6,Yes
Male,0,No,No,23,One year,Fiber optic,Electronic check,No,88.1,2052.53,No
Female,0,No,Yes,58,Two year,No,Mailed check,Yes,37.3,2110.4,No
Female,0,No,No,16,Month-to-month,Fiber optic,Electronic check,No,87.34,1502.17,Yes
Female,0,No,No,29,One year,Fiber optic,Bank transfer (automatic),Yes,86.76,2529.43,No
Male,0,Yes,No,39,Month-to-month,Fiber optic,Electronic check,No,77.17,3017.99,Yes
Male,0,No,No,27,Month-to-month,Fiber optic,Credit card (automatic),No,92.1,2483.42,No
Female,0,No,Yes,45,One year,Fiber optic,Credit card (automatic),Yes,76.75,3476.99,No
Female,1,Yes,Yes,58,Month-to-month,DSL,Electronic check,Yes,47.1,2758.36,No
Male,0,Yes,No,38,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,93.1,3494.38,Yes
Female,0,Yes,No,33,Two year,Fiber optic,Bank transfer (automatic),Yes,96.24,3165.15,No
Female,0,Yes,No,69,Month-to-month,DSL,Credit card (automatic),No,67.27,4647.72,No
Male,0,No,No,71,One year,Fiber optic,Bank transfer (automatic),Yes,82.51,5887.61,No
Male,0,Yes,No,72,One year,DSL,Credit card (automatic),Yes,36.73,2674.29,No
Female,0,No,No,1,Month-to-month,DSL,Electronic check,Yes,77.78,86.01,Yes
Female,1,Yes,No,61,One year,Fiber optic,Bank transfer (automatic),Yes,61.54,3726.35,No
Male,0,Yes,No,65,Month-to-month,DSL,Credit card (automatic),Yes,67.03,4327.05,No
Male,0,Yes,Yes,58,Month-to-month,No,Electronic check,No,60.32,3439.15,No
Female,0,Yes,Yes,54,Two year,No,Electronic check,Yes,36.79,2016.48,No
Male,0,No,No,26,Month-to-month,Fiber optic,Electronic check,No,88.49,2270.07,No
Female,1,Yes,No,52,One year,Fiber optic,Credit card (automatic),No,89.55,4647.11,No
Female,0,Yes,No,42,Month-to-month,DSL,Credit card (automatic),Yes,62.38,2631.76,Yes
Female,0,Yes,No,60,Month-to-month,Fiber optic,Electronic check,No,113.21,6792.64,Yes
Male,0,Yes,Yes,25,One year,DSL,Electronic check,No,49.88,1246.77,No
Male,0,No,No,54,One year,No,Mailed check,Yes,23.38,1217.02,No
Male,0,No,Yes,57,Month-to-month,No,Credit card (automatic),Yes,31.07,1784.43,No
Female,0,Yes,No,60,One year,DSL,Credit card (automatic),No,80.89,4837.76,No
Male,1,No,Yes,12,Month-to-month,Fiber optic,Credit card (automatic),Yes,78.08,932.61,No
Male,0,No,No,63,Month-to-month,Fiber optic,Credit card (automatic),Yes,90.16,5738.2,Yes
Male,0,No,No,15,One year,Fiber optic,Bank transfer (automatic),Yes,97.85,1493.05,No
Male,0,No,Yes,68,One year,DSL,Mailed check,Yes,69.35,4687.11,No
Male,0,Yes,Yes,2,Month-to-month,Fiber optic,Bank transfer (automatic),No,97.22,186.99,Yes
Female,0,No,Yes,16,One year,DSL,Mailed check,Yes,77.02,1312.23,No
Female,0,No,No,44,Month-to-month,No,Credit card (automatic),Yes,38.7,1687.38,No
Male,0,Yes,No,39,Two year,Fiber optic,Mailed check,No,79.52,3103.1,No
Male,0,No,No,50,Two year,Fiber optic,Credit card (automatic),Yes,86.77,4371.54,No
Male,1,No,Yes,29,Month-to-month,No,Electronic check,Yes,30.93,907.77,No
Female,0,Yes,No,0,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,115.26,0.0,Yes
Male,0,No,Yes,45,Two year,Fiber optic,Mailed check,No,78.61,3500.19,No
Female,0,No,No,37,Two year,Fiber optic,Mailed check,No,90.8,3359.01,No
Male,0,No,No,37,Month-to-month,Fiber optic,Credit card (automatic),Yes,66.99,2511.52,No
Male,0,No,No,27,Month-to-month,Fiber optic,Mailed check,No,86.59,2404.08,Yes
Female,0,No,No,65,Month-to-month,No,Electronic check,No,31.55,1977.79,No
Female,0,No,No,57,Two year,DSL,Mailed check,No,68.11,3970.31,No
Female,1,No,No,13,Two year,Fiber optic,Credit card (automatic),No,93.42,1200.05,Yes
Female,0,Yes,No,2,Two year,Fiber optic,Credit card (automatic),No,102.0,250.25,No
Female,0,Yes,No,13,Month-to-month,Fiber optic,Bank transfer (automatic),No,101.05,1276.78,No
Female,0,No,No,3,Two year,No,Bank transfer (automatic),Yes,34.2,22.07,No
Male,1,No,No,51,Month-to-month,DSL,Mailed check,Yes,48.67,2416.39,No
Male,0,Yes,No,45,Month-to-month,DSL,Credit card (automatic),Yes,50.07,2236.81,No
Male,1,No,No,33,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,88.63,2951.09,No
Male,1,No,No,43,Month-to-month,Fiber optic,Electronic check,No,86.89,3737.98,Yes
Male,0,No,Yes,59,One year,No,Credit card (automatic),No,38.1,2235.1,No
Male,0,Yes,Yes,60,Month-to-month,Fiber optic,Credit card (automatic),No,78.58,4770.62,No
Male,0,No,No,31,Month-to-month,DSL,Electronic check,No,77.25,2394.75,No
Female,0,Yes,No,43,Two year,DSL,Mailed check,No,42.33,1834.08,No
Male,0,Yes,No,42,Month-to-month,Fiber optic,Bank transfer (automatic),No,77.91,3427.96,No
Female,0,No,Yes,69,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,72.07,4972.75,No
Male,0,No,No,55,Month-to-month,DSL,Electronic check,Yes,57.49,3127.29,No
Female,0,Yes,Yes,22,Month-to-month,Fiber optic,Electronic check,Yes,99.96,2223.14,Yes
Female,1,No,No,64,Month-to-month,No,Credit card (automatic),Yes,31.55,2055.71,No
Male,0,No,No,29,One year,Fiber optic,Credit card (automatic),Yes,86.22,2515.36,Yes
Male,0,Yes,No,55,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,92.97,5121.25,No
Female,1,Yes,No,71,Month-to-month,DSL,Bank transfer (automatic),Yes,55.98,4048.42,No
Female,0,No,Yes,59,Two year,No,Bank transfer (automatic),Yes,39.59,2403.76,No
Male,0,No,Yes,7,Month-to-month,DSL,Mailed check,No,63.01,435.21,No
Female,0,Yes,No,15,One year,Fiber optic,Bank transfer (automatic),Yes,71.43,1039.28,No
Female,1,No,No,58,Month-to-month,DSL,Mailed check,No,54.43,3178.3,No
Male,0,No,Yes,9,Two year,DSL,Electronic check,Yes,64.26,545.83,No
Male,0,No,No,0,Month-to-month,DSL,Mailed check,No,75.39,44.26,Yes
Male,0,No,No,18,One year,DSL,Mailed check,No,75.38,1377.96,No
Female,0,Yes,No,35,One year,No,Mailed check,No,60.15,2238.61,No
Female,0,Yes,No,9,One year,DSL,Mailed check,Yes,65.83,666.09,Yes
Female,0,Yes,No,11,Two year,No,Electronic check,No,30.04,276.51,No
Female,1,No,Yes,24,Month-to-month,Fiber optic,Mailed check,Yes,84.23,1995.64,Yes
Male,0,No,Yes,43,Month-to-month,DSL,Mailed check,Yes,58.63,2425.6,No
Male,1,No,No,39,Two year,Fiber optic,Electronic check,No,80.11,3017.22,No
Male,0,Yes,No,58,Two year,DSL,Mailed check,Yes,64.6,3752.23,No
Male,1,No,No,71,Month-to-month,No,Bank transfer (automatic),Yes,40.15,2791.31,No
Female,0,Yes,Yes,2,One year,DSL,Mailed check,No,45.91,173.89,No
Female,0,Yes,No,50,One year,No,Electronic check,Yes,48.06,2460.8,No
Male,0,Yes,No,11,One year,DSL,Bank transfer (automatic),No,37.96,403.97,No
Female,0,No,No,26,Two year,DSL,Bank transfer (automatic),Yes,57.33,1474.17,No
Female,0,Yes,No,25,Two year,DSL,Mailed check,Yes,73.79,1919.06,No
Male,0,No,Yes,51,Month-to-month,Fiber optic,Electronic check,Yes,92.29,4792.45,Yes
Female,0,No,No,18,One year,Fiber optic,Electronic check,Yes,80.72,1406.26,No
Female,0,No,No,65,Month-to-month,No,Electronic check,No,58.63,3757.62,No
Female,0,Yes,No,27,Month-to-month,Fiber optic,Credit card (automatic),No,79.72,2137.36,Yes
Female,0,No,No,59,Two year,DSL,Mailed check,Yes,35.98,2144.18,No
Male,0,No,No,69,One year,Fiber optic,Mailed check,Yes,90.43,6214.18,No
Female,0,Yes,Yes,37,Month-to-month,Fiber optic,Bank transfer (automatic),No,63.66,2377.95,No
Male,0,No,No,7,One year,No,Bank transfer (automatic),Yes,25.02,272.67,No
Female,1,No,No,51,Month-to-month,Fiber optic,Electronic check,Yes,92.47,4645.82,Yes
Male,0,Yes,No,30,Month-to-month,Fiber optic,Credit card (automatic),Yes,79.47,2361.81,Yes
Male,0,No,No,24,One year,DSL,Mailed check,No,66.97,1537.87,No
Female,0,Yes,No,33,One year,No,Credit card (automatic),Yes,21.1,654.56,No
Male,0,Yes,No,21,Month-to-month,DSL,Credit card (automatic),Yes,70.3,1461.6,Yes
Male,0,No,Yes,20,Month-to-month,No,Bank transfer (automatic),No,18.0,323.64,No
Female,1,Yes,No,72,One year,DSL,Electronic check,No,75.82,5485.3,No
Male,0,Yes,Yes,20,Month-to-month,No,Bank transfer (automatic),No,29.3,593.46,No
Female,0,Yes,Yes,33,Two year,No,Electronic check,No,53.37,1776.29,No
Male,0,Yes,No,52,Month-to-month,No,Credit card (automatic),No,24.91,1280.19,No
Male,0,Yes,No,16,Two year,Fiber optic,Credit card (automatic),No,108.1,1718.82,No
Female,0,No,No,45,Month-to-month,Fiber optic,Credit card (automatic),No,73.51,3290.33,No
Male,0,Yes,No,65,Month-to-month,No,Credit card (automatic),Yes,18.0,1157.57,No
Male,0,Yes,No,59,Month-to-month,Fiber optic,Electronic check,Yes,85.52,5066.47,No
Female,1,No,No,2,One year,Fiber optic,Electronic check,No,99.81,103.44,No
Female,0,No,No,29,Two year,DSL,Bank transfer (automatic),No,69.49,2029.59,No
Male,1,Yes,No,0,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,98.96,0.0,Yes
Female,0,Yes,No,44,Month-to-month,Fiber optic,Credit card (automatic),No,94.73,4151.01,No
Female,0,Yes,No,23,Month-to-month,Fiber optic,Bank transfer (automatic),No,75.16,1650.53,Yes
Female,0,Yes,No,65,One year,DSL,Credit card (automatic),Yes,69.2,4479.87,No
Male,0,Yes,Yes,12,Month-to-month,Fiber optic,Mailed check,No,86.11,1047.26,No
Female,0,No,No,62,Two year,No,Electronic check,Yes,26.48,1664.81,No
Female,0,No,Yes,24,Month-to-month,Fiber optic,Electronic check,No,87.15,2032.34,Yes
Female,0,Yes,Yes,67,One year,No,Mailed check,No,34.32,2320.16,No
Male,0,No,Yes,14,Two year,DSL,Electronic check,No,76.99,1134.88,No
Female,0,Yes,Yes,19,Month-to-month,Fiber optic,Bank transfer (automatic),No,78.82,1472.92,Yes
Female,1,Yes,No,25,Month-to-month,Fiber optic,Mailed check,No,78.26,1956.56,No
Male,1,Yes,No,71,Two year,Fiber optic,Mailed check,Yes,76.62,5336.33,No
Female,0,Yes,No,53,Month-to-month,Fiber optic,Bank transfer (automatic),No,107.76,5666.54,Yes
Female,1,No,No,59,One year,DSL,Bank transfer (automatic),Yes,52.29,3098.5,No
Male,0,Yes,No,40,Two year,Fiber optic,Electronic check,Yes,100.56,4070.26,Yes
Female,0,No,Yes,58,Month-to-month,DSL,Mailed check,Yes,47.62,2732.19,No
Male,1,Yes,Yes,45,Two year,Fiber optic,Credit card (automatic),Yes,91.08,4232.05,No
Female,0,No,No,48,Month-to-month,No,Mailed check,Yes,38.15,1846.9,No
Female,0,No,No,61,One year,DSL,Credit card (automatic),Yes,74.8,4499.16,No
Female,0,No,No,71,Month-to-month,Fiber optic,Mailed check,Yes,98.06,7026.66,No
Male,0,Yes,No,42,Month-to-month,Fiber optic,Mailed check,Yes,85.98,3548.63,Yes
Female,0,No,No,32,Month-to-month,Fiber optic,Credit card (automatic),Yes,78.56,2530.18,Yes
Male,0,No,No,47,Month-to-month,DSL,Mailed check,Yes,79.5,3690.02,No
Female,0,Yes,No,54,Month-to-month,Fiber optic,Credit card (automatic),No,77.36,4109.39,No
Female,0,No,Yes,72,Month-to-month,No,Bank transfer (automatic),Yes,18.0,1344.11,No
Male,0,Yes,No,51,One year,Fiber optic,Credit card (automatic),No,62.7,3184.57,No
Male,0,Yes,No,69,Month-to-month,Fiber optic,Credit card (automatic),Yes,65.62,4614.01,No
